SN,A_Indep_Front,A_RollSpeed_Front,A_R2R2W_Front,KM_Front,KM_DEV_Front,A_Indep_Rear,A_RollSpeed_Rear,A_R2R2W_Rear,KM_Rear,KM_DEV_Rear,TR_PWM_SLOP_FRONT,TR_PWM_OFFSET_FRONT,R2_Front,TR_AccuENC_RATIO_FRONT,TR_PWM_SLOP_REAR,TR_PWM_OFFSET_REAR,R2_Rear,TR_AccuENC_RATIO_REAR,status
DRW211810491,0.348479,0.000528,53.231653,0.04157,0.029852,0.4628229999999999,0.0005679999999999999,27.68438,0.041555,0.050444,1.348558,-36.963609000000005,1.0,9.076158,1.366334,-35.197666,0.999999,9.178617,P
DRW251810011,0.382239,0.0008880000000000001,61.75654599999999,0.041815,0.029694,0.385057,0.000583,81.123003,0.041745,0.013293,1.370576,-40.094549,1.0,9.075582,1.378641,-41.711927,1.0,9.1772,P
DRW251810041,0.28639000000000003,0.000521,55.236711,0.042216,0.009425,0.345421,0.000545,62.459227,0.041501,0.016554,1.344932,-52.487248,0.9999680000000001,9.076207,1.3668129999999998,-36.063676,0.999995,9.179662,P
DRW251810051,0.36205,0.000692,47.405439,0.041517,0.004629,0.297056,0.000526,93.331699,0.042354,0.018831,1.3659459999999999,-37.410848,0.999965,9.076228,1.378931,-39.372057,0.999998,9.177923,P
DRW251810031,0.256326,0.000667,68.552304,0.041913,0.064275,0.362536,0.000579,84.046442,0.042041,0.018133,1.359621,-38.198949,0.999975,9.076084,1.37412,-41.805965,0.99997,9.178464,P
DRW251810021,0.292652,0.000712,68.17505,0.041941,0.025943,0.285579,0.0007570000000000001,79.909582,0.041764,0.042688,1.3627790000000002,-37.204522,0.999976,9.075363,1.3891870000000002,-43.180705,1.0,9.178633,P
DRW251810061,0.230052,0.000727,67.431703,0.041664,0.048558,0.425171,0.000576,57.35039200000001,0.041424,0.011092,1.3508879999999999,-37.977413,0.999991,9.075879,1.376726,-44.328805,1.0,9.179113,P
DRW251810071,0.327121,0.000573,76.374183,0.042838,0.010327,0.385304,0.0006519999999999999,86.535609,0.042182,0.030577,1.382667,-38.289089000000004,0.999978,9.076174,1.375154,-40.500622,0.999992,9.180013,P
DRW251810081,0.32547,0.0007099999999999999,87.932243,0.041279,0.026399,0.28889000000000004,0.000603,97.061139,0.041753,0.035944,1.356723,-34.719237,0.9999899999999999,9.075514,1.372119,-39.49647,0.999995,9.176503,P
DRW251810091,0.254498,0.0008,55.64136800000001,0.042098,0.07249,0.269096,0.000382,80.10948,0.041228,0.021363,1.3523379999999998,-46.262892,0.9999950000000001,9.076203,1.376396,-38.518767,0.999985,9.177851,P
DRW251810111,0.38660100000000003,0.000769,90.281403,0.041765,0.032299,0.377935,0.000608,56.000942,0.042052,0.027685,1.350478,-40.995125,0.9999870000000001,9.075715,1.368999,-38.608276,0.999996,9.176248,P
DRW251810101,0.298744,0.000715,56.840867,0.041629,0.025298,0.321687,0.001038,54.352916,0.041548,0.063549,1.355164,-30.699807,0.999994,9.075935,1.39784,-42.851931,1.0,9.175248,F
DRW251810121,0.287704,0.0007480000000000001,92.304804,0.04228,0.03306,0.35099,0.000605,61.344483,0.041486,0.019612,1.3562889999999999,-34.500706,0.999994,9.076099,1.364878,-37.949593,0.999986,9.176163,P
DRW251810141,0.293747,0.000677,82.704949,0.04166,0.044049,0.263313,0.000717,70.884668,0.040927,0.024035,1.354616,-35.483799,0.9999959999999999,9.07579,1.358577,-39.907958,1.0,9.178693,P
DRW251810171,0.308356,0.000589,91.126522,0.041837,0.039974,0.289453,0.0006219999999999999,83.47912600000002,0.041813,0.030285000000000006,1.36723,-37.628937,0.999999,9.075189,1.361389,-42.319107,0.999996,9.1733,P
DRW251810151,0.390548,0.000808,91.27249499999999,0.042295,0.023222,0.353862,0.000813,59.47678000000001,0.041943,0.032604,1.367245,-51.55363,0.9999979999999999,9.07515,1.375311,-43.010792,0.999995,9.173302,P
DRW251810131,0.448089,0.000634,73.085093,0.042377,0.025721,0.335951,0.000709,59.267932,0.04233,0.048571,1.347854,-35.516106,0.9999979999999999,9.075039,1.383383,-39.233335,0.999999,9.177484,P
DRW251810161,0.264258,0.000681,112.79705600000001,0.042052,0.067512,0.310164,0.000615,113.355533,0.042019,0.028939,1.367371,-37.865038,0.9999979999999999,9.075326,1.372916,-38.624204,0.999999,9.175082000000002,P
DRW251810211,0.369234,0.000642,85.855138,0.041451,0.039707,0.406519,0.000594,70.89229300000002,0.04179,0.028604,1.340644,-40.227261,0.999999,9.07418,1.381615,-39.713398,0.999999,9.177129,P
DRW251810201,0.33317800000000003,0.000796,92.649018,0.042051,0.060379,0.30137,0.000934,90.546166,0.041555,0.018746,1.36706,-34.444948,0.999936,9.077068,1.389545,-44.032289,0.999985,9.181591,P
DRW251810251,0.223829,0.0009119999999999999,109.279559,0.041686,0.044059,0.31500300000000003,0.000699,99.04929,0.041911,0.025997000000000003,1.3766120000000002,-42.846515999999994,0.999944,9.07436,1.37947,-43.265498,1.0,9.174371,P
DRW251810261,0.33066100000000004,0.000439,82.189458,0.041538,0.025986,0.367096,0.000615,90.685178,0.041924,0.029661,1.333748,-41.713613,0.9999809999999999,9.074498,1.358682,-41.152041,0.999997,9.174302,P
DRW251810221,0.31695,0.000746,118.74648,0.041945,0.039679,0.427623,0.0008210000000000001,74.358739,0.042201,0.001244,1.359522,-40.501667,0.999994,9.075828,1.382852,-41.759065,0.999998,9.1733,P
DRW251810271,0.33563000000000004,0.000709,92.58603199999999,0.041957,0.050897000000000005,0.338198,0.000731,94.180906,0.041578,0.024835,1.370477,-40.041236,0.999973,9.07589,1.382249,-42.626578,0.999987,9.174509,P
DRW251810241,0.41987399999999997,0.000868,106.83415,0.043353,0.017331,0.415262,0.000586,68.757284,0.041865,0.024818,1.375569,-35.71782,0.9999979999999999,9.075862,1.39476,-39.60895900000001,0.999997,9.177783,F
DRW251810291,0.279123,0.000489,125.693184,0.042078,0.031219,0.242402,0.000786,102.220917,0.04219,0.06855800000000001,1.364451,-26.843840000000004,0.999956,9.075847,1.381148,-42.639587,0.999997,9.178429,P
DRW251810301,0.341043,0.000522,100.338626,0.041784,0.013427,0.218871,0.000453,94.84878,0.041869,0.033823,1.339249,-43.250023999999996,1.0,9.076144,1.36593,-39.10246,1.0,9.178485,P
DRW251810311,0.399233,0.0005549999999999999,103.230352,0.042306,0.022654,0.32935,0.000504,84.458393,0.042398000000000005,0.025682,1.375817,-34.223327000000005,0.9999979999999999,9.075748,1.394922,-37.657287,0.999993,9.177981,P
DRW251810331,0.41323999999999994,0.000591,106.55778500000001,0.041833,0.023551,0.337215,0.000625,82.455768,0.041685,0.019245,1.356317,-38.607177,0.999993,9.075344,1.3756700000000002,-40.166778,0.999993,9.176528,P
DRW251810341,0.302165,0.000753,120.913422,0.042355,0.055366,0.282988,0.000681,73.871645,0.041551,0.00521,1.3569639999999998,-39.269397,0.9999879999999999,9.075486,1.370324,-40.98255,0.999994,9.176913,P
DRW251810361,0.234116,0.000361,55.108748999999996,0.041766000000000005,0.008232999999999999,0.373825,0.0006230000000000001,47.931539,0.041742,0.032793,1.349808,-37.298837,0.9999620000000001,9.075686,1.375062,-45.449387,1.0,9.176791,P
DRW251810381,0.33008899999999997,0.0008880000000000001,59.746184,0.041872,0.006418000000000001,0.404624,0.000586,108.283604,0.042,0.014704,1.352399,-41.651993,0.999984,9.07589,1.362877,-40.535849,0.999992,9.178141,P
DRW251810401,0.298056,0.000771,85.203508,0.042059,0.011517,0.268323,0.000868,62.67183299999999,0.041379,0.027182,1.363664,-44.07812,0.9999969999999999,9.076357000000002,1.373331,-39.121454,0.999999,9.179653,P
DRW251810441,0.376479,0.000712,83.07115300000001,0.041448,0.019304,0.361232,0.00063,125.809763,0.041792,0.034168000000000004,1.3477629999999998,-36.382304,0.999992,9.076202,1.376055,-37.736697,1.0,9.179043,F
DRW251810451,0.2921,0.0005610000000000001,88.723658,0.041828,0.036244,0.433196,0.000547,95.11067,0.0419,0.005531,1.3577139999999999,-28.916323,1.0,9.075838,1.386764,-40.323719,0.999992,9.176902,P
DRW251810461,0.330694,0.000651,85.644964,0.041942,0.025266,0.233368,0.000523,54.541653,0.041611,0.00989,1.357504,-41.264578,0.9999889999999999,9.076111,1.382597,-39.629455,0.999992,9.177869,P
DRW251810481,0.256302,0.000713,58.293415,0.041653,0.02755,0.297126,0.000479,42.121457,0.042042,0.007623,1.367033,-40.099137,0.999991,9.076014,1.378596,-44.32307,1.0,9.176703,P
DRW251810421,0.269608,0.000602,71.856201,0.042327,0.023042,0.263697,0.000552,79.387129,0.041473,0.01266,1.363093,-44.262961,0.999986,9.07608,1.362285,-37.935534,0.999999,9.177825,P
DRW251810521,0.30884,0.0007,81.5691,0.041927,0.027908,0.454117,0.000508,65.961586,0.041747,0.028324,1.378124,-29.314231,0.999999,9.07585,1.370357,-43.86242100000001,0.999982,9.179497,P
DRW251810551,0.376845,0.0006259999999999999,101.966983,0.042075,0.024491,0.31145,0.000599,83.247403,0.0421,0.005351,1.368341,-40.91883,1.0,9.076357000000002,1.386133,-43.395515,1.0,9.178928,F
DRW251810571,0.32024,0.0007599999999999999,64.733136,0.041946,0.033154,0.327311,0.000814,63.383576,0.042199,0.030807,1.387246,-54.23517,0.9999819999999999,9.076435,1.391199,-39.945295,0.999993,9.177597,F
DRW251810581,0.299318,0.000627,93.082959,0.042217000000000005,0.021205,0.259047,0.0006389999999999999,69.448806,0.041725,0.03514,1.3631389999999999,-34.885831,0.9999959999999999,9.076044,1.383365,-49.410637,0.999999,9.177585,P
DRW251810601,0.308069,0.0007610000000000001,76.834866,0.042182,0.008914,0.340685,0.000679,70.628635,0.041793,0.007223999999999999,1.380148,-41.888211,0.9999870000000001,9.076029,1.382861,-40.724034,0.999998,9.176701,P
DRW251810611,0.363809,0.000858,65.873627,0.042106,0.028576,0.285764,0.000629,55.985472,0.041511,0.037704,1.368315,-43.800715000000004,1.0,9.076479,1.374955,-40.460127,0.999988,9.179321,P
DRW251810671,0.302836,0.000696,62.170265,0.04209,0.032503,0.351182,0.000661,46.068365,0.042164,0.04361,1.3597489999999999,-43.985356,0.999991,9.075993,1.382199,-45.687835,1.0,9.177598,P
DRW251810661,0.29470100000000005,0.000505,48.282714,0.041097,0.031376,0.303671,0.0005480000000000001,50.385786,0.041181,0.027884,1.345591,-33.074839000000004,0.999993,9.075348,1.348536,-40.538614,0.999983,9.17458,P
DRW261810011,0.269878,0.00054,84.109429,0.041513,0.030702,0.27564,0.000647,64.219413,0.041671,0.046567,1.364463,-48.406513000000004,0.9999879999999999,9.075553,1.369259,-39.321863,0.999992,9.177091,P
DRW261810021,0.230145,0.00053,70.912072,0.041933,0.036839,0.339654,0.000793,78.26476,0.041937,0.027248,1.357955,-37.873296999999994,0.999992,9.076218,1.366334,-39.647224,0.999994,9.178487,P
DRW261810031,0.34379499999999996,0.00056,34.516825,0.041603,0.0201,0.367764,0.000589,64.286266,0.041802,0.036331,1.348714,-40.797964,0.999965,9.075726,1.386899,-40.19043900000001,0.999991,9.177054,P
DRW261810051,0.323548,0.000663,65.145198,0.041843,0.030842,0.309991,0.000567,85.55556700000002,0.041839,0.045789,1.372754,-33.376594,0.9999870000000001,9.074473,1.3675620000000002,-50.788158,0.999943,9.179041,P
DRW261810071,0.33612600000000004,0.00038500000000000003,80.221971,0.041855,0.016998,0.364984,0.000536,50.985259,0.04212,0.024382,1.379764,-32.859845,0.9999979999999999,9.076422,1.379931,-42.105772,0.999999,9.176322,F
DRW261810091,0.25554899999999997,0.000346,128.534409,0.041773000000000005,0.027265,0.394035,0.00062,80.48861099999998,0.041798,0.037649,1.356752,-39.815453999999995,0.999999,9.076261,1.362169,-39.773094,1.0,9.178027,P
DRW261810131,0.44473900000000005,0.000586,62.422872,0.042045,0.019265,0.425478,0.000478,69.332889,0.041964,0.018165,1.344905,-34.418795,1.0,9.076079,1.367752,-46.336901,0.999974,9.176782,P
DRW261810141,0.293608,0.0005690000000000001,59.112787,0.041149,0.033913,0.279535,0.000482,128.005105,0.041815,0.024605,1.355405,-35.937519,0.9999950000000001,9.07497,1.3597290000000002,-42.44669,0.99999,9.176408,P
DRW261810151,0.40812600000000004,0.000726,48.917768,0.041986,0.026448000000000003,0.423534,0.000953,75.011252,0.041881,0.057087,1.353581,-36.011168,0.999943,9.075581,1.373011,-41.565663,0.999993,9.180943,P
DRW261810191,0.284864,0.000705,94.706453,0.041579000000000005,0.05709,0.320854,0.000789,94.145104,0.041883,0.050298,1.3573959999999998,-37.211927,0.9999969999999999,9.075777,1.367271,-40.473475,0.99997,9.178634,P
DRW261810181,0.32821,0.0009109999999999999,43.757439,0.041845,0.04053,0.384687,0.00065,128.355728,0.041726,0.0817,1.361618,-34.404948,0.9999969999999999,9.076965,1.371773,-40.882178,0.99999,9.181615,P
DRW261810201,0.373166,0.0007070000000000001,93.92907199999999,0.041855,0.058289,0.352767,0.000562,70.09469,0.041726,0.042192,1.365903,-37.461999,1.0,9.075649,1.365841,-35.95621,0.99998,9.179164,P
DRW261810211,0.37861300000000003,0.000586,86.863469,0.0417,0.050135,0.299886,0.000483,106.95283,0.041567,0.035023,1.361733,-32.935495,0.9999889999999999,9.076085,1.359425,-36.366247,0.999989,9.17892,P
DRW261810231,0.3949,0.000563,115.25583400000001,0.042287,0.025366,0.339977,0.0005650000000000001,72.636787,0.042003,0.039621,1.35731,-41.107315,0.9999969999999999,9.075913,1.36753,-42.001635,0.999969,9.175618,F
DRW261810261,0.372481,0.000785,87.265585,0.041548,0.036043,0.450046,0.000674,58.955211,0.042123,0.01272,1.346833,-34.406768,0.9999959999999999,9.076186,1.359986,-41.957571,0.999985,9.177254,P
DRW261810271,0.32604299999999997,0.000638,87.280282,0.041882,0.031291,0.355045,0.000654,116.779545,0.041889,0.041917,1.343224,-31.866142,0.9999959999999999,9.075563,1.36619,-45.182501,1.0,9.177614,P
DRW381700011,0.401544,0.001048,69.65224,0.040865,0.100893,0.411282,0.001189,70.19391999999999,0.041115,0.051587,1.338375,-41.254494,0.999916,9.076542,1.363086,-42.153351,0.999995,9.181094,P
DRW261810301,0.347682,0.000708,58.681387,0.042119,0.038656,0.369071,0.0008029999999999999,94.791208,0.041405,0.043016000000000006,1.3433700000000002,-32.937534,0.9999819999999999,9.07576,1.366786,-39.21488,0.999994,9.178629,P
DRW261810351,0.35381999999999997,0.000605,84.742494,0.041586,0.042639,0.361104,0.000379,108.1331,0.041972,0.025218,1.377629,-46.337215,0.999992,9.076395,1.359936,-44.032385,0.999983,9.178725,P
DRW261810341,0.194626,0.000544,58.14524300000001,0.041174,0.0051,0.262017,0.000451,56.72529300000001,0.040981,0.004124,1.3385,-41.355892,1.0,9.077431,1.3628870000000002,-43.32513400000001,0.999981,9.17973,P
DRW261810391,0.33976999999999996,0.0006129999999999999,36.799021999999994,0.041843,0.028596,0.243611,0.000596,59.963541000000006,0.041628,0.040279,1.3341040000000002,-40.918036,0.999986,9.075889,1.345915,-37.23722,0.999992,9.176839,P
DRW261810401,0.356889,0.000522,78.598366,0.042079000000000005,0.011144,0.418367,0.000628,105.86991100000002,0.041787,0.031284,1.346506,-43.884152,0.9999709999999999,9.076528,1.359471,-44.922178,0.999999,9.180386,F
DRW261810321,0.34667,0.0008380000000000001,33.678343,0.041988,0.050347,0.506319,0.000489,123.347584,0.041631,0.011794,1.36307,-41.888858,1.0,9.078083,1.378981,-41.847172,0.999987,9.18096,P
DRW261810411,0.22796,0.000625,33.534248999999996,0.041254,0.040142,0.30941,0.0008470000000000001,61.189572,0.041153,0.038855,1.342078,-39.153379,0.9999889999999999,9.076516,1.363779,-38.524643,0.999976,9.180478,P
DRW261810431,0.45822399999999996,0.00048300000000000003,49.95306,0.041863,0.012863,0.374748,0.000441,85.964093,0.041578,0.023666,1.351501,-27.590787,0.999994,9.076008,1.365675,-37.298595,1.0,9.174913,P
DRW261810441,0.269031,0.000472,58.421266,0.041606,0.004758,0.31303400000000003,0.0005009999999999999,44.904669,0.041292,0.032997000000000005,1.355348,-33.176301,0.9999959999999999,9.07556,1.354919,-40.116523,0.999979,9.177934,P
DRW261810481,0.277679,0.000638,72.403296,0.041413,0.050819,0.3955010000000001,0.000461,47.931759,0.041795,0.011166,1.343133,-33.588533,0.9999959999999999,9.075936,1.368104,-41.59173,0.999968,9.178618,P
DRW261810491,0.342965,0.00066,67.37148,0.042024,0.037243,0.248945,0.000592,92.10358,0.041902,0.046928,1.354005,-38.111762,0.9999979999999999,9.075604,1.361862,-37.508779,1.0,9.177821,P
DRW261810521,0.500777,0.0005740000000000001,32.619397,0.041902,0.029885,0.31858000000000003,0.000594,58.22258299999999,0.041994,0.030951,1.35579,-39.466496,1.0,9.075053,1.36538,-45.658086,0.999988,9.174885,P
DRW261810531,0.41733400000000004,0.000489,58.066886,0.041837,0.007554000000000002,0.385801,0.000817,29.662144,0.041954000000000005,0.04844,1.344065,-32.470753,0.9999979999999999,9.076427,1.351711,-41.119508,0.999968,9.174305,P
DRW261810511,0.260272,0.000634,79.827495,0.0418,0.016866,0.247871,0.001174,34.45473,0.041397,0.052275,1.347897,-36.255054,0.999999,9.076962,1.360775,-42.64442800000001,0.999993,9.180717,P
DRW261810561,0.307369,0.000571,58.65343000000001,0.04226,0.038585,0.31655700000000003,0.000692,56.22813299999999,0.041751,0.028286,1.381116,-25.442875,0.9998790000000001,9.074846,1.385901,-38.126466,0.999992,9.178241,P
DRW261810571,0.351654,0.000537,49.389169,0.041957,0.034781,0.429331,0.000892,52.709753000000006,0.041812,0.05542,1.36771,-46.952709999999996,0.999993,9.076521,1.388678,-43.861529,0.999974,9.178192999999998,F
DRW261810581,0.366021,0.0009720000000000001,51.041947,0.041752,0.058362,0.352208,0.000749,37.892991,0.041653,0.050095,1.356801,-44.916471,0.9999469999999999,9.075329,1.37714,-45.323714,0.999993,9.176981,F
DRW261810621,0.32508000000000004,0.000567,97.403695,0.041961,0.032292,0.380702,0.000579,89.18290400000002,0.041876,0.040302,1.365494,-38.095890000000004,0.999991,9.075715,1.375567,-42.689129,0.999991,9.176709,P
DRW261810601,0.30818,0.000598,78.590978,0.041721,0.027348,0.398453,0.000746,98.608848,0.041838,0.017209000000000002,1.344127,-40.706072,0.999956,9.076192,1.371861,-44.617758,0.999992,9.181000000000001,P
DRW261810651,0.343645,0.000442,89.414406,0.04218,0.024902,0.37404,0.0007740000000000001,88.062304,0.041583,0.053095,1.344601,-39.276907,0.999999,9.074789,1.347517,-41.472204,0.999999,9.177344,P
DRW261810671,0.30078499999999997,0.0009369999999999999,67.480214,0.042093,0.086537,0.382972,0.0008320000000000001,51.953477,0.04171,0.039233,1.351803,-39.785194,0.9999889999999999,9.075792,1.364186,-38.897503,0.999972,9.174804,P
DRW261810681,0.298137,0.000566,78.039005,0.041551,0.047845,0.400736,0.000484,93.680774,0.041496,0.030353,1.3529719999999998,-38.48339,0.999999,9.075213,1.37493,-45.60632800000001,1.0,9.175941,P
DRW261810721,0.319456,0.000898,76.163566,0.041268,0.062581,0.316431,0.00056,94.281573,0.041653,0.043693,1.3427870000000002,-32.245633000000005,0.999999,9.076074,1.369752,-44.746198,0.999995,9.178557,P
DRW261810741,0.390936,0.0006900000000000001,55.381689,0.041655000000000005,0.0297,0.428414,0.000726,49.33646,0.041702,0.04438,1.345883,-38.033507,1.0,9.07513,1.381165,-38.570809,1.0,9.175652,P
DRW261810751,0.321292,0.000749,89.40457099999999,0.041815,0.012316,0.329986,0.000653,53.788693,0.041954000000000005,0.017962,1.372158,-38.888705,0.999993,9.07579,1.363757,-44.477379,0.999996,9.17536,P
DRW261810771,0.334386,0.000656,77.94994,0.041751,0.050334,0.359456,0.000566,72.542086,0.041903,0.007146,1.349697,-35.699758,0.999992,9.075029,1.364231,-40.529593,0.999975,9.179013,P
DRW261810791,0.32679600000000003,0.000465,83.822787,0.042118,0.030691000000000006,0.291968,0.000637,59.764749,0.041628,0.05341,1.367995,-39.786187,0.999983,9.075327,1.387018,-42.406596,0.999979,9.171844,P
DRW261810821,0.372998,0.000967,65.55527099999999,0.042299,0.06771,0.468945,0.00078,65.799701,0.042687,0.048733,1.386898,-48.394422,0.9999870000000001,9.075066,1.393731,-40.328455,0.999999,9.177399,P
DRW261810841,0.33353299999999997,0.000628,95.969269,0.041876,0.04261,0.303717,0.000674,89.430981,0.041511,0.055142,1.37019,-41.136423,0.9999959999999999,9.075637,1.381296,-45.709246,0.999997,9.176462,P
DRW261810851,0.388772,0.000677,69.560633,0.041816000000000006,0.02283,0.354181,0.000917,67.458224,0.041667,0.053728,1.341492,-34.682857,0.999972,9.07542,1.369405,-42.327086,0.999998,9.178152,P
DRW261810871,0.40215500000000004,0.000759,82.275317,0.041929,0.034675,0.28815,0.000696,83.33912,0.042096,0.039288,1.359801,-46.123055,0.9999959999999999,9.075356,1.384894,-43.84160900000001,0.999999,9.175481,P
DRW261810891,0.342958,0.000624,95.526599,0.042288,0.021144,0.376706,0.000919,88.986652,0.042508,0.051474,1.373877,-34.952292,0.9999969999999999,9.075213,1.389365,-40.58522,0.999999,9.172571,P
DRW261810911,0.419368,0.000773,119.065831,0.042272,0.038132,0.379096,0.0007639999999999999,72.1024,0.041746,0.040304,1.3747989999999999,-23.07921,0.999976,9.074852,1.388053,-40.511827,0.999995,9.174051,P
DRW261810931,0.342534,0.000916,67.659337,0.042268,0.103085,0.287175,0.000584,101.699347,0.041688,0.034836,1.346001,-35.173687,0.9999950000000001,9.0757,1.381945,-42.317066,0.999999,9.174963,P
DRW261810951,0.44532700000000003,0.000669,64.765182,0.042056,0.051588,0.361291,0.00063,64.951267,0.042517,0.04447,1.3670930000000001,-43.623475,0.9999969999999999,9.074417,1.389848,-41.932441,0.999999,9.176108,P
DRW261810971,0.423897,0.001117,58.784265000000005,0.041676,0.069018,0.349463,0.0007570000000000001,97.771334,0.04157,0.058076,1.344711,-40.410602000000004,0.999999,9.075317,1.369681,-40.573387,0.999987,9.173184,P
DRW261810981,0.405361,0.000799,66.108885,0.041658,0.05780900000000001,0.317232,0.000661,77.805846,0.041579000000000005,0.043967,1.352247,-37.389951,0.9999889999999999,9.075323,1.374759,-43.133737,0.999999,9.175875,P
DRW261811001,0.360942,0.000726,50.534964,0.042098,0.041642,0.380313,0.001022,89.460374,0.041758,0.076146,1.358673,-34.817094,0.999994,9.075202,1.37075,-39.065364,1.0,9.176118,P
DRW261811011,0.369437,0.0008359999999999999,60.898167,0.041887,0.03819,0.356897,0.000647,71.80592299999998,0.041635000000000005,0.037434,1.346769,-42.414678,0.9999809999999999,9.076245,1.382492,-39.890505,0.999964,9.179352,P
DRW261811021,0.283571,0.000749,100.04568499999999,0.04209,0.047479,0.33234400000000003,0.001035,96.646094,0.042033,0.074244,1.363057,-39.450773999999996,0.9999969999999999,9.076344,1.379234,-40.461554,0.999996,9.180261,P
DRW261811041,0.362977,0.000698,81.39395400000001,0.041816000000000006,0.043554,0.375341,0.000596,91.231499,0.042128,0.026468,1.360042,-39.503851,1.0,9.076089,1.387327,-47.088659,0.999978,9.177148,P
DRW261811051,0.436791,0.000773,57.211822,0.0422,0.041489,0.32002,0.0008,60.27383100000001,0.041864,0.061737,1.35201,-40.074877,1.0,9.075233,1.389699,-45.275319,0.999993,9.177478,P
DRW261811031,0.425191,0.000848,59.595470999999996,0.042064,0.098232,0.5010180000000001,0.000773,8.993312,0.042247,0.092291,1.366403,-38.928078,0.9999950000000001,9.076991,1.379469,-40.719668,1.0,9.181697,F
DRW261811091,0.23934699999999998,0.000434,46.12019,0.04216,0.022402,0.32327100000000003,0.000469,50.954318,0.041568,0.007975,1.363766,-38.309204,1.0,9.075514,1.375992,-37.00098,0.999997,9.177363,P
DRW261810991,0.32259,0.001094,36.620346999999995,0.041498,0.070992,0.317525,0.000807,87.409255,0.041679,0.041771,1.349958,-38.837861,0.999974,9.077006,1.369985,-42.475472,1.0,9.181496,P
DRW261811081,0.46584799999999993,0.00088,50.466684,0.042044,0.043573,0.25812,0.000905,57.903686,0.041578,0.048584,1.339776,-39.945869,0.999993,9.076985,1.369287,-40.992739,0.999983,9.181837,P
DRW261811151,0.405519,0.000522,73.320352,0.041687,0.021049,0.426904,0.000598,68.80049100000001,0.041854,0.013584,1.370649,-48.870776,0.999985,9.076175,1.360527,-41.852624,0.999998,9.178128,F
DRW261811181,0.28225100000000003,0.000449,66.283036,0.041652,0.020801,0.284142,0.000389,76.38656,0.041007,0.006758,1.362515,-48.48475,0.9999819999999999,9.076089,1.387635,-44.846246,0.999993,9.179396,P
DRW261811201,0.375343,0.000597,77.215214,0.042312,0.022451,0.391885,0.000509,48.503718,0.041916,0.010603,1.353238,-40.731259,1.0,9.075857,1.379261,-40.66923900000001,0.999998,9.176059,P
DRW261811171,0.34776399999999996,0.000519,51.81988,0.041447000000000005,0.013082,0.33010300000000004,0.0004940000000000001,38.918448,0.041947000000000005,0.010965,1.3598059999999998,-42.84613,0.9999979999999999,9.07688,1.3831639999999998,-41.741947,0.999995,9.177021,P
DRW261811211,0.344235,0.00046100000000000004,63.41440600000001,0.041861,0.02474,0.356811,0.000348,85.540982,0.041708,0.004759,1.3648799999999999,-37.930056,0.999991,9.076263,1.38964,-40.353579,1.0,9.179857,P
DRW261811221,0.351527,0.000516,55.040239,0.041835,0.014214,0.417419,0.000517,66.242924,0.041629,0.036252,1.322832,-38.566481,0.999974,9.075221,1.372502,-40.832116,0.999996,9.178753,P
DRW261811241,0.439226,0.000516,67.92785699999999,0.042574,0.019495,0.377598,0.000603,48.066351,0.042145,0.029514,1.3539450000000002,-32.905522999999995,0.9999889999999999,9.075936,1.373856,-41.092709,0.999992,9.175287,P
DRW261811231,0.31098600000000004,0.0005139999999999999,61.711461,0.041494,0.019321,0.227372,0.000493,82.208463,0.041871,0.025974,1.358629,-42.159279999999995,0.999999,9.074995,1.3847120000000002,-37.408182,1.0,9.176431,P
DRW261811271,0.487396,0.000598,106.464301,0.042314,0.032848,0.319122,0.00043,58.32977,0.042054,0.034367,1.364262,-34.755561,0.999964,9.074767,1.381909,-42.726126,0.999989,9.175126,P
DRW261811291,0.26984600000000003,0.00042699999999999997,68.42169,0.041534,0.03154,0.41007,0.000576,64.286598,0.041716,0.020472,1.3456780000000002,-41.497208,1.0,9.075041,1.379577,-38.821151,0.999999,9.177499,P
DRW261811301,0.372676,0.000625,76.71718100000001,0.041925,0.043069,0.337294,0.0007740000000000001,69.393665,0.041517,0.027707,1.351709,-37.726842,0.999994,9.07387,1.380883,-39.67547,0.999999,9.175076,P
DRW261811331,0.287162,0.000749,65.864233,0.041792,0.042347,0.454632,0.000638,105.704711,0.041886,0.05515,1.3490209999999998,-35.748765999999996,0.999999,9.075522,1.369935,-40.724463,0.999994,9.176454,P
DRW261811341,0.34775900000000004,0.00048300000000000003,73.914299,0.041623,0.018662,0.35091100000000003,0.0006230000000000001,66.826706,0.041998,0.031324,1.355885,-38.781421,0.9999870000000001,9.075609,1.37956,-39.307423,0.999991,9.17468,F
DRW261811361,0.36547199999999996,0.000672,61.113645,0.041769,0.024944,0.399027,0.0006259999999999999,93.711715,0.042369,0.018293,1.3604180000000001,-35.092526,0.999999,9.075623,1.378776,-40.652646,0.999984,9.176877,F
DRW261811311,0.377367,0.000596,72.92110799999999,0.04184,0.019068,0.256707,0.000712,89.703036,0.042046,0.026814,1.343634,-37.320991,0.999999,9.074808,1.3830790000000002,-46.980997,1.0,9.177746,F
DRW261811381,0.297069,0.00043799999999999997,84.88681,0.041774,0.025302,0.329721,0.000492,105.921847,0.042051,0.046763,1.349438,-30.650494000000002,1.0,9.076019,1.3863379999999998,-39.497661,0.999983,9.177184,P
